SMILES,HOMO,LUMO
CC1=C(C)CC(C1)=NO,-0.2237,0.0149
OCCCC(C=O)C#N,-0.2746,-0.052000000000000005
CC1C2C3C=CC2(C)C13,-0.2151,0.0099
CCCC(O)(C=O)C=O,-0.2602,-0.0664
CC1OC2C=CCC12C,-0.2368,0.0131
NC(=O)C1CC11CCC1,-0.2423,0.0306
CC1=COC(=N)N=C1,-0.2278,-0.066
CCOC=NCC(C)C,-0.2446,0.0252
N#CC12CC3COC1C23,-0.2514,0.0159
CC(C#C)C1(CN1)C=O,-0.2509,-0.028999999999999998
COCC12CC3C(O1)C23,-0.2292,0.0743
CC1C2C(O)C2C1C,-0.2435,0.0728
CCCCCNC=O,-0.2488,0.0346
N=C1C=CNC(=O)C=N1,-0.2405,-0.0892
CC(=O)C#CCN1CC1,-0.2451,-0.0512
CC1C(C)C11CC(C)O1,-0.2157,0.078
CC(O)C(C)NC(N)=O,-0.2379,0.0607
COC(C)(CC#N)C#N,-0.2977,0.0001
COC1=NC=CN=N1,-0.2373,-0.0709
N#CCNC1=NC=CO1,-0.2229,0.009000000000000001
C#CC#CC#CC1CO1,-0.2384,-0.0614
OC(C=O)C1=CCOC1,-0.2375,-0.0498
CCCC(C)(O)CCC,-0.2583,0.0644
CC1CC(=N)OC1CO,-0.2593,0.0242
CCCC1=C(N)N=CO1,-0.196,0.0128
CN1C(CC1=O)C1CO1,-0.2472,0.0326
O=C1C2C3C2N2CC3C12,-0.2343,-0.0249
CC(N)C(F)(F)F,-0.2541,0.0696
CC1CC2=CC=C(N)N12,-0.1732,0.0638
O=C1CC(C1)C#CC#C,-0.2433,-0.0307
C1CC=C2C3OC3C2O1,-0.2381,-0.0014
CCOC1=NC=C(N)N1,-0.1847,0.057999999999999996
O=C1CC23COC2C1N3,-0.2409,-0.0193
CC(C#N)(C#N)C(N)=O,-0.2922,-0.0263
CC1CC(=NO)C1C#C,-0.2461,0.0016
CC1=NCC(O1)C(N)=O,-0.2427,0.0192
CC1(O)CCC(=O)OC1,-0.2556,0.0168
OCC(C#N)C(F)(F)F,-0.3029,0.0101
CCC1CC(C)C1O,-0.2486,0.0635
OC12COCC1C2C#C,-0.2393,0.0457
OC12CC1N(C=N)C2=O,-0.2406,-0.0219
CC1OC2OCC1C2C,-0.2448,0.0852
CC(=O)OCC(N)C#N,-0.2715,-0.0029
CN1C(=O)NN=C1C,-0.2155,0.0239
O=CCC12CCCC1N2,-0.2372,-0.018000000000000002
CC1CC1(C)CCC#C,-0.2506,0.0601
OC1C2CC1N2CC=O,-0.2329,-0.0226
OC12CC3C4CN3C1C24,-0.2193,0.0737
CC1C2COC12C#C,-0.2292,0.0163
OC1CC2COC12,-0.2406,0.0588
CC1COC2C3OC3C12,-0.2328,0.0684
OCC1CCC1(O)C#N,-0.2718,0.0145
CC1=C(CO)C(O)=CN1,-0.1821,0.0402
CCC1(C)C2OC2C1O,-0.2467,0.0733
CC#CCC(F)(F)F,-0.2606,0.0428
OC1CC=CCC11CC1,-0.2438,0.0221
CC12C3OC1C1C3CN21,-0.2278,0.0648
OC12CC1C1OC2C1=O,-0.2481,-0.0118
CC(C)(NCC#N)C#C,-0.2492,0.0175
CC1=CC2NC1C2C#N,-0.2317,-0.0197
CN1C2C3C4CN4C2C13,-0.2077,0.0894
COC(=O)C1C(O)C1O,-0.2382,-0.009000000000000001
CC1=CN(C=O)C(N)=N1,-0.2136,-0.0378
CCC1CC(=O)CC1O,-0.235,-0.0121
CC1=CON=C1O,-0.2538,0.0009
CCC#CC(C)C=O,-0.2421,-0.0254
OCC1CC2CCOC12,-0.242,0.0771
CCC1C2C3COC2C13,-0.2334,0.0919
O=C1CC2C1C21COC1,-0.2466,-0.018000000000000002
CCOC(CO)C(C)C,-0.2469,0.0738
CC12CCOC(=O)C1N2,-0.2623,-0.009000000000000001
OC1=CNC(=N)C(F)=C1,-0.1839,-0.0332
COC1CCCC1C,-0.2453,0.0773
O=CCCC1CC1C#N,-0.2571,-0.0286
NC12CN=C3OC1C23O,-0.1845,-0.0669
CC(C#N)C(C)N1CC1,-0.2498,0.0398
C1C2C3C4CC=C2C4N13,-0.2046,-0.0325
CC1C2CC(O)C1C2=O,-0.2353,-0.0044
CN=C1OC=CN=C1F,-0.2312,-0.0629
OCCC1C2C3C1CN23,-0.2353,0.0759
OC12CC(=O)C3NC1C23,-0.2275,-0.0162
N#CC1OC2CC1C2,-0.2692,0.0137
CC12OCC3OC1C23C,-0.2107,0.0739
COC1CC1(C=O)C=O,-0.2478,-0.0332
CN=C1OC2CNC2=C1,-0.2196,-0.0286
CC1C(CO)CC1C=O,-0.244,-0.022000000000000002
NC1=C2ON=NC2=CN1,-0.2136,-0.0443
CC1OC1C(C)=NO,-0.2402,-0.0019
COCC12CC3C1CC23,-0.252,0.08800000000000001
OCC12NC1CC1OC21,-0.245,0.0579
CC(C#N)C(C)C#N,-0.3271,0.011000000000000001
CC1N2CC1(O)C2C#C,-0.243,0.025
CC(=O)C(C)(O)CCO,-0.2328,-0.0061
CC(C)(C#C)C(O)CO,-0.2553,0.0515
NC12COC1CC2C#N,-0.2529,0.018000000000000002
O=CC1(CCCO1)C#N,-0.2695,-0.0579
OCC1OC1C=O,-0.2671,-0.0473
CCC(CO)(OC)C#N,-0.2809,0.0112
N#CC1NCC2OC12,-0.2492,0.024
NC(=O)COCC1CC1,-0.2322,0.0369
O=CCC(=O)CC1CN1,-0.2487,-0.0351
CC(CCC1CC1)C#N,-0.2844,0.0394
N=C1NC2=C(N1)C=CO2,-0.1769,0.015
CCC1COC(=O)C=C1,-0.2613,-0.0453
N=C1C=CNC(=N1)C#N,-0.2332,-0.0774
OCC1COCC1C#N,-0.2717,0.0269
CC1CC(COC=N)O1,-0.248,0.0302
CCC1OCCO1,-0.252,0.0914
CC(=O)C1OC1(C)CO,-0.2527,-0.0313
CC(OCC(N)=O)C=O,-0.2445,-0.0388
CCC12CC=CC1CO2,-0.2395,0.0208
NC(=O)C1=COC(=O)O1,-0.2611,-0.0497
OC1C2CC(C#N)C1O2,-0.2685,0.0304
CC(=N)OC1=NC=CN1,-0.2189,0.0149
CC(CO)C1=NNC=C1,-0.2415,0.0245
COC(C#C)C#CC#N,-0.2889,-0.0573
O=C1CC2(CC2)CN1,-0.2369,0.0374
COC(=O)N1CC=CC1,-0.2304,0.0127
CCCC1CNC(=O)N1,-0.2427,0.0625
CC1C=CN(C=O)C1=N,-0.2315,-0.0294
CCC(C)CC#CCO,-0.2407,0.0364
CC#CC1=NC(C)=CO1,-0.2205,-0.0244
CC1NC1(C#N)C1CO1,-0.2728,0.0121
CC1(CC(=O)C=O)CO1,-0.2484,-0.0886
CC(O)CC#CC(C)=O,-0.2508,-0.0426
NC=NC1=C(O)N=CO1,-0.1815,-0.0136
OCCOC1CC2NC12,-0.2321,0.0725
CC12COCC(=O)C1O2,-0.2428,-0.0369
NC(=O)C12CCCC1N2,-0.2342,0.0291
OC1CC2C=CCC12,-0.2403,0.0178
O=C1C2CC1(CO2)C#N,-0.2558,-0.0486
CC(CO)(CO)C1CN1,-0.2435,0.0498
CC#CC1CC1CC#C,-0.2309,0.0448
CC(C1CN1)C(=O)C=O,-0.2441,-0.10099999999999999
OC12CC1N1C(C=O)C21,-0.2296,-0.0348
CC(O)C(=O)CC1CC1,-0.2584,-0.0232
CC12CC(=O)OC1CN2,-0.23800000000000002,0.0094
OCCC(O)CO,-0.2576,0.0605
CC1=CCCC2(O)CC12,-0.2169,0.0257
CC1C2CC1(C)C(=O)N2,-0.2347,0.0244
OC1=CC(O)=CC(O)=C1,-0.2134,0.0233
CCCC(C#N)C(C)O,-0.2827,0.0412
N=C1OC2C3CCC12N3,-0.2454,0.0052
ON=C1C2NC1C1OC21,-0.2457,0.0084
CCC12CC1CCC2C,-0.2524,0.0808
OC1CC2(O)CC12,-0.2459,0.0733
CC(=N)OCCOC=O,-0.2765,0.0036
CCC1C2CC2(O)C1=O,-0.2389,-0.0124
CCC(CCO)C1CC1,-0.2608,0.0807
COC=NC(C)C#C,-0.2495,0.0198
OCC1CC1C(=O)C#N,-0.2766,-0.0879
OC1C2C3C2N2C3CC12,-0.2184,0.0645
OC12CC1C=CC2,-0.2267,0.0207
CCOC1=NCC(C)N1,-0.2124,0.0651
CC1NC1C1=NNN=C1,-0.2443,-0.0021
CCC1(CO1)C(C)=O,-0.2457,-0.0235
CC1CC1C1=NC=NO1,-0.2649,-0.0215
COC1=CNC=C1C=O,-0.2124,-0.0252
O=CCN1C=NNC1=O,-0.2365,-0.0476
CC(=O)C(=O)OC1CC1,-0.2513,-0.0695
CC1OC(C#C)C2OC12,-0.2559,0.0333
CCN=C1OC=CN=C1,-0.2243,-0.0643
COC12CN3C1C(=O)C23,-0.2545,-0.0179
CCC1COC(C)=N1,-0.2392,0.0301
CCN1N=NC(C)=C1N,-0.2125,0.0166
OC1CC2COCCC12,-0.2431,0.0687
NC(=N)C1=CC=CO1,-0.2216,-0.0255
CC1(CNCC1=O)C#N,-0.2434,-0.0493
OC12CCC1C1NC1C2,-0.2363,0.0736
CC1COC(C)(O1)C#N,-0.2849,0.0238
CC1=CCCCC11CC1,-0.2146,0.0341
OCC1(NCC1=O)C#C,-0.2465,-0.0401
OCC(O)COCC=O,-0.2648,-0.0378
CC1=NC(=N)OC=C1N,-0.2062,-0.0543
CC1(O)CC=C2CCC12,-0.2235,0.0223
CC1OC11C2CC2C1O,-0.2421,0.0614
CC12CNCC(=O)C1O2,-0.2235,-0.03
CC1C(CC1C#N)C=O,-0.2616,-0.0415
CC(O)C1CCC1(C)O,-0.2545,0.0669
CC(=O)C1C2OC=NC12,-0.239,-0.017
CC1=NC(O)=C(N1)C=O,-0.2207,-0.047
CN1CC1C(=O)C1CN1,-0.2351,-0.0402
N#CC1CNC2CC2O1,-0.2277,0.0133
COC1CC=CC=CC1,-0.2135,-0.0204
CC(C)OC(=O)CCO,-0.2664,0.0186
N=COC1C2CN2C1=O,-0.2525,-0.0343
CC12CC(O)(C1)CC2,-0.2492,0.0779
C1CC2=C(C=C1)N=NO2,-0.2256,-0.0389
COC(=N)N1CC(=O)C1,-0.2371,-0.0381
CC1CC(C1O)N1CC1,-0.2276,0.0688
N#CCC1C2CCCC12,-0.27699999999999997,0.0406
CC1CCC(C#N)C1O,-0.2818,0.0264
C1CC1C1C2C3CN3C12,-0.2179,0.0639
CC12CC(O)(C1)C=C2,-0.2262,0.0122
CCC12CN(C1)C21CC1,-0.2263,0.0816
CC(C)C1C(O)C1CO,-0.2476,0.0579
CC1OCC(C)=C1C=O,-0.2421,-0.0598
CCC1C2CC2(C)C1=O,-0.231,-0.0066
CCC(C)(O)C1(C)CO1,-0.258,0.0776
CC1C2N3C(=O)C1C23C,-0.2429,0.0062
CC1(C#N)C(O)CC1O,-0.2697,0.0346
CCC(C(C)=O)C(N)=O,-0.244,-0.0124
CC(C)(OCCO)C#N,-0.2717,0.0194
C#CC1C2CC3C2OC13,-0.2398,0.0474
C1CC2(CO1)OCC=C2,-0.2329,0.0115
C1NC11CCCC2NC12,-0.2325,0.0664
O=C1OC2C3C4C3N1C24,-0.2587,0.0064
COCC(C)CC(C)O,-0.2508,0.0706
CC1=NN2CCNC2=N1,-0.2114,0.0353
CCOC1C(O)C1CO,-0.2404,0.055999999999999994
CC1C2C3C1CC23C#C,-0.2301,0.0424
CC1OC(=N)C1CO,-0.2618,0.0189
CN(C=N)C1=CN=CO1,-0.2158,-0.0065
CC1COC1(C)CO,-0.2453,0.0749
COC1CC2(C)CC1C2,-0.244,0.0884
CC(C)OCC(C)=O,-0.2423,-0.01
CCC(O)(C#N)C#N,-0.3295,-0.0348
OC12CC3CC(C13)C2=O,-0.2447,-0.0206
O=CC1(CCC1=O)C=O,-0.2634,-0.0622
OC1C=CC2C3CC1C23,-0.2296,0.0097
NC1=NN(CC#C)C=C1,-0.1987,0.0287
CCC1(C)CC(C)C1,-0.2738,0.0805
CN1C2CC1C2NC=O,-0.2162,0.0235
O=C1OCCN1CC#C,-0.2565,0.0274
CC1CC(C1)C1CN1C,-0.21899999999999997,0.08199999999999999
CC#CC1CCC11CO1,-0.2377,0.0483
CC1CC1C1COC1C,-0.2386,0.0847
CCC(C=O)C(O)C=O,-0.2595,-0.0406
OC1=CN(C=O)C=N1,-0.2249,-0.0531
CC1CCC11CCOC1,-0.2439,0.0787
CC1C2C3C1CC23CO,-0.2446,0.0695
CC1NC1C1=NNC=N1,-0.2392,0.0077
CC1(O)C2CC3(CN3)C12,-0.2345,0.0734
CC1C(O)C2CC12O,-0.2445,0.0658
CC1CN=C(O1)C1CN1,-0.2409,0.0158
CC1(O)COC2COC12,-0.248,0.0673
CC1=CC(O)CCC1,-0.2333,0.0195
O=CC(C1CO1)C1CO1,-0.2535,-0.039
C1CC11COCOC1,-0.259,0.0849
N=COC1=NNN=C1,-0.2519,-0.0205
O=CCC12CC1OC=N2,-0.2446,-0.022000000000000002
COC1(CC=O)CC1,-0.2444,-0.0193
COC1CC(C1)=NO,-0.2423,0.0063
CC1=C(C=NO1)C#C,-0.2393,-0.0241
CC(C#C)C(O)C1CN1,-0.2408,0.0405
OC1C2OC2C1C#C,-0.2495,0.036000000000000004
CC(=O)NC=NCC#C,-0.2483,-0.0137
CNC1=CN=C(O)C=N1,-0.1975,-0.0366
OC1COC2CCC12,-0.243,0.0624
CC1(C)NC1C#N,-0.2708,0.0174
C(CN1CC1)C1CCO1,-0.2297,0.0866
OC(C=O)C1C2COC12,-0.2442,-0.0359
N=C1C2NCC2N1C=O,-0.2407,-0.0278
CC1=NN2N=CN=C2N1,-0.2448,-0.0028
C#CCCC1=CCOC1,-0.2301,0.0144
CCC12CC1C(O)CO2,-0.22899999999999998,0.066
OC12CC1C1C=CCC21,-0.2375,0.025
CC1NC(=O)C1CO,-0.2553,0.026000000000000002
CN1C=C(N)NC1=O,-0.1753,0.0527
OCC1=C(OC=N1)C#N,-0.2677,-0.0559
OCC1NC(=O)NC1=N,-0.2525,0.0026
NC1(CC11CCN1)C#N,-0.2246,0.0232
CC1=CC=C(CC#N)N1,-0.2064,0.0235
CC1CCC(CC1)C#C,-0.2549,0.0615
COC(C)C(C)C=O,-0.2486,-0.0221
O=C1C2NC3CC1OC23,-0.223,-0.0257
CCC1(NC1C#N)C=O,-0.2865,-0.0657
OC1=NN2C=NOC2=N1,-0.2582,-0.0382
OC12CC(C1)(C2)N1CC1,-0.2303,0.0776
N=C1NC(=N)OC(=O)N1,-0.2606,-0.0112
CC1(C)OC1C(=O)C=O,-0.2535,-0.1038
CCC(=O)NC(C)(C)C,-0.2374,0.0358
C1CN2C3C4OC4C1C23,-0.2225,0.0588
CC1(CC1)C(N)=O,-0.2424,0.0348
CCCCC12CCC1O2,-0.2432,0.0851
CCN=COC(=O)CO,-0.2668,-0.0266
CCCCCOC,-0.2495,0.09
OCC(=O)N1CCC1,-0.2465,0.0217
CC1=C(O)C=C(O1)C#C,-0.1969,-0.0184
O=C1OCC2C3OC1C23,-0.2584,-0.01
OC1C(O)C1CC1CO1,-0.2355,0.0495
CN(CCC#C)C=O,-0.2459,0.0236
CC(C)COC(C)(C)C,-0.2447,0.0786
OC1COC2C3CC1C23,-0.2283,0.0702
CC#CC1=C(C)CCC1,-0.2038,-0.0005
C#CCCNCC#N,-0.2551,0.0177
CC1C2CC1C(=O)C2C,-0.228,-0.0026
NC(=O)C1OCC11CC1,-0.2341,0.0295
CC1C2C(C1=O)C2(C)O,-0.23399999999999999,-0.0102
CC12CC1(CN2)C#N,-0.245,0.0154
OC1(CC=O)COC1=N,-0.2645,-0.0444
CC(C=O)C1NC1C=O,-0.2549,-0.0335
CC12CC1C1C(C#C)C21,-0.2091,0.0425
COC12CC1OC(C)C2,-0.2347,0.0895
NC1=NNC=C1C#N,-0.2264,-0.017
CC1N2C3C4=CCC13C24,-0.1693,-0.1041
CC1=CC(CC1O)C=O,-0.2449,-0.0281
OC1C2NC1C2NC=O,-0.2573,0.0184
CCCC1=CC=CC=C1,-0.2358,0.0047
CC1OCC11OC1(C)C,-0.2485,0.07200000000000001
C1CC1C12CC(C1)CC2,-0.2596,0.0878
CC1CCC1(O)CO,-0.2461,0.062
FC1=NNC(=N)C=N1,-0.2304,-0.0913
CC1COC(C)C1,-0.2369,0.085
CC12CC3C4OC4C1N23,-0.231,0.0561
C(C1C2CC1C2)N1CC1,-0.2299,0.0898
OC1C2C3OC3C1C2O,-0.2498,0.066
CCC(NC)(C=O)C=O,-0.2321,-0.0427
CC1C(O)C2(CC2)C1O,-0.2541,0.0504
C1OC1C1C2C3CN3C12,-0.2235,0.057
O=C1CC(=O)C2OC12,-0.2625,-0.0504
N#CC1CCC(=C1)C#N,-0.2859,-0.064
CC(C)COCCC#N,-0.272,0.0332
CCC1C(CO)OC1=O,-0.2737,0.0038
CN1C2CCC12C1CO1,-0.2382,0.0753
C1C2OC22CC1COC2,-0.247,0.0687
CCC1CNC1=O,-0.2443,0.0362
CC1C2C=C3CCC3C12,-0.2152,0.0192
CC#CC(=N)OC(N)=O,-0.2585,-0.0274
CC(C)(CCO)C(N)=O,-0.2392,0.0352
O1C2C3C4C1C1C2C3C41,-0.2475,0.0698
CC1C2(O)C3CC2C13O,-0.2423,0.057
FC1=NOC(=N)N=C1F,-0.2764,-0.1095
NC1=NOC2=C1OCC2,-0.2091,0.0053
CC1NC(=N)C1(O)C=O,-0.2475,-0.0357
CC1C(CC1=NO)C#N,-0.2605,-0.0117
CC1NC2CNC2C1=O,-0.2101,-0.0209
CN1C2CC2NCC1=O,-0.2065,0.0293
OCCOC1C(O)C1O,-0.2331,0.0477
O=C1CC(CC#C)CO1,-0.2669,0.0103
COC1=C(C=O)C=CO1,-0.2188,-0.0274
OCCCCC#N,-0.2758,0.0347
N#CC1(COC1)C1CC1,-0.26899999999999996,0.0193
CC(C)OC1CC2NC12,-0.2246,0.0776
CC1(O)C2OC3C2OC13,-0.2306,0.0537
CC12NC1C1C(C=O)C21,-0.2155,0.0114
CN1CC2(CC12C)C#N,-0.2292,0.0179
CCC(CO)OCC#C,-0.2548,0.0273
CC1OC=NCCC=C1,-0.2392,0.0118
O=C1C2NC2C11CC1,-0.2354,-0.0177
CC(N)(CC1CC1)C#N,-0.2658,0.0351
C1C2CC3CCC1C2O3,-0.2362,0.0737
OC12CC3(O)C4C1C2C34,-0.2127,0.0673
CC1CC11C2CN2C1C,-0.2206,0.0826
COC1CC1C(C)=NO,-0.2197,0.0147
O=C1CC2=C(COC2)N1,-0.2113,-0.004
OCC1C(O)C1C1CO1,-0.253,0.0491
C#CC12NC1CC21CO1,-0.2306,0.0236
C1C2C3CC4C2C1C34,-0.2582,0.0978
CC#CC1C2OC=NC12,-0.2254,0.0119
CN(C=O)C1=CN=CO1,-0.239,-0.0166
CN1CC2CCC12C#N,-0.2272,0.0125
NC1=C(N)C(=O)N=CN1,-0.1996,-0.0134
CC1=CN=CC=C1C#N,-0.2734,-0.0722
CCC1CCCCCO1,-0.2419,0.0815
CCC1(CN1)C(C)=O,-0.23600000000000002,-0.0128
OCCC1CC1C#C,-0.2413,0.0499
CCCC1CC2OCC12,-0.2374,0.0788
CCC(C)C(=O)OC=N,-0.2728,-0.0219
OCC1C2NC2C2CN12,-0.2308,0.0657
O=CCC1C2COCC12,-0.2441,-0.0176
O=C1CC2CC2C2NC12,-0.2289,-0.0133
N=C1OC2CC11OCC21,-0.2521,0.0118
CCC(C)C1CC2CC12,-0.2481,0.0841
CC1(C)COC1CO,-0.2459,0.0628
CC1OC(CO)OC1=O,-0.2684,0.0004
OC12CC(C1)C2C#N,-0.2821,0.026000000000000002
O=CN1CC2OC2C1,-0.2473,0.0238
CCC1CN=C(CC)O1,-0.2377,0.0315
COCC(C)CC=O,-0.2505,-0.021
CC1(COC1)OC=O,-0.2676,-0.0036
CCC12OC1CC2=O,-0.2412,-0.0252
OC12CC3C4C(C1)C4C23,-0.2398,0.0788
CNC(C)(CC#N)C=O,-0.2489,-0.039
C#CCC12C3CC1CC23,-0.2418,0.0558
CC1(CO1)C(=O)NC=O,-0.2536,-0.0388
CC#CC(O)CC1CO1,-0.2506,0.0356
CC12C3C1C1=CC3C2=C1,-0.1958,-0.0449
CC(O)C1C2CC2C1=O,-0.2409,-0.0135
CN1C2C3OC3C1C2O,-0.2198,0.0702
CC#CC#CCCC#C,-0.231,-0.006
OC1C2COC1C1CC21,-0.247,0.0856
CC1(C)CC(C#N)C1O,-0.2761,0.0218
CC1CC2C(O1)C2C#N,-0.2487,0.0279
CC1(CCO)NC1C#C,-0.2343,0.0449
OCCOC(C=O)C=O,-0.2551,-0.0632
NC1=NOC2=C1ON=C2,-0.249,-0.0506
OCC1(CC1)OC=N,-0.2566,0.0218
CCOC1=CNN=N1,-0.2228,0.0002
CC#CC1(C)OCC=C1,-0.2379,0.0124
CC1CC2COC=NC12,-0.2397,0.0259
OC1C2OC3CC1CC23,-0.2395,0.0737
CCCC1=NOC(N)=N1,-0.2402,0.0107
O=C1CCC2=C1OC=C2,-0.2402,-0.0457
CC1(C)OC1C#CC=O,-0.2702,-0.0693
C1CC2=CCCC2=C1,-0.1942,0.0023
O=CN1C2CCC12C#N,-0.264,-0.0286
O=CC#CC1=NC=NO1,-0.2923,-0.1144
CN=C1CN=C(N1)C#N,-0.2498,-0.0681
OC1C=CCOC1C#C,-0.2482,0.0035
O=C1OC2C3CN(C3)C12,-0.2521,-0.006
O=CC(=O)C1CNC1=O,-0.2577,-0.1015
O=CN1N=CC(=O)N=N1,-0.2612,-0.1143
OCCC1C2CCCC12,-0.258,0.0776
CC1=C(CC#C)C=CO1,-0.2115,0.0184
CCC1CC(C#N)C1O,-0.27699999999999997,0.0211
CC1OCC1OC=O,-0.2621,-0.0016
CC1OC1CCC=O,-0.2509,-0.0219
CCC1C2CC1C(C)=C2,-0.2107,0.0274
COC1CC2(CCC2)C1,-0.2416,0.0869
CC1C2C(O)C1(O)C2=O,-0.2346,0.0012
CC1(O)CN(C=O)C1=N,-0.2565,-0.0323
CC(OC=O)C1(C)CC1,-0.2731,0.0115
OC1(CC#N)C2CC1N2,-0.2499,0.0183
O=C1NCCCCCN1,-0.2288,0.0412
CC1(C)C2N1CC2=NO,-0.2259,0.0019
NC(=N)C1=CN=CN=N1,-0.2449,-0.0775
OCC1(CCC#N)CC1,-0.2789,0.0386
CC12CC1(NC2=O)C#C,-0.2401,-0.0054
NC1=NC2=C(OCO2)O1,-0.1785,0.0143
OC1CC2(CC1C2)C#N,-0.2779,0.0277
CC1N2CC(O)C12C#C,-0.2334,0.0123
OC1C2C3C4CCC13N24,-0.2293,0.066
OCC1C(CC1=O)C#N,-0.2725,-0.053
COC1(CC2CO2)CC1,-0.2479,0.0776
N#CCC12C3CC1CN23,-0.2512,0.0302
CC12OC3C1C2C3=NO,-0.2303,0.0153
C[NH2+]C(C)(C#C)C([O-])=O,-0.2537,0.0128
OC12C=CC3CC1C2O3,-0.2184,0.0095
CC12CCC34CC(C13)N24,-0.2242,0.0832
O=CNC1CCCCC1,-0.247,0.0361
CC1C2CC(=O)C=CN12,-0.2263,-0.045
CCC12NC1C1NC21,-0.1971,0.0713
CC(OCC(N)=O)C#C,-0.2379,0.0253
C#CC1C2OC3C2OC13,-0.2422,0.0401
C[NH2+]C1(CCC1)C([O-])=O,-0.2443,0.0185
CN=C1OCCC1(C)C,-0.2393,0.0371
CC1C2OC11CC=CC21,-0.2319,0.0046
COC(C#C)C(C)C=O,-0.2503,-0.0257
OC1CC11COCOC1,-0.2576,0.0649
CCOC1=CNN=C1C,-0.2041,0.033
CC1CC1(C)C(C)=NO,-0.2347,0.0161
OC1=C(C=CN1)C#C,-0.1882,0.0287
N#CC1NCC1C1CC1,-0.2494,0.0171
OCC12CNC1C(=N)O2,-0.2377,0.0124
CC(=O)C1(O)CNC1=N,-0.2391,-0.0226
CC1(C)CC1(C=O)C#N,-0.2734,-0.0495
CCCC1C2OC2C1O,-0.2495,0.0729
OC12CC(CC#C)(C1)C2,-0.2574,0.0527
CCC12CC(C=C1)C=C2,-0.2177,-0.0014
COC1CN(C1)C1CC1,-0.21,0.0851
OC1COC2C1NC2=O,-0.2382,0.0177
NC1=NC2=C(O1)C=CC2,-0.1801,-0.0085
CC1(CO)C2C3CN3C12,-0.218,0.0573
CC1(O)CC2(C)OCC12,-0.2376,0.071
CC1C2COC1C=CC2,-0.2352,0.0144
OC1C=CCNCC1=O,-0.2127,-0.0292
CCCC1(C)C(C)C1C,-0.2483,0.0789
CC1=CN(CCO)C=N1,-0.2132,0.0347
N=C1OC2=C(COC2)O1,-0.2209,0.0227
CNC1=NNN=C1OC,-0.1906,0.0166
CC1NC11CC(C1)C#N,-0.2545,0.0293
COC(=O)C1=CNCC1,-0.2003,-0.0123
OCC12CC(C1)C=C2,-0.2203,0.0204
CC12CC3C(C1)C3C2=O,-0.2299,-0.0039
CC1=C2CCC2OCC1,-0.2238,0.0223
O=C1NCCCC2CC12,-0.2357,0.028999999999999998
CCC#CC1CC1CO,-0.2284,0.0514
OC1COC2(CC12)C#N,-0.2583,0.0092
NC1=CNC2=C1NC=N2,-0.1751,0.027000000000000003
CC1CC=CC1(C)C,-0.2349,0.0295
NC1=CN=CC=C1C=O,-0.2293,-0.0747
CCN(CC)C(=N)C#N,-0.2341,-0.0377
CC1C(O)C1COC=O,-0.2616,0.0177
NC1=NC2C(O)C2OC1,-0.2132,0.0165
CC1C2CC1C2OC=O,-0.2774,0.0091
C1CN1C12C3C4C1N4C23,-0.2028,0.0638
OCC1CC1(O)CC=O,-0.2487,-0.0349
CC(CO)C1(C)OC1C,-0.2528,0.0679
ON=C(CC#C)C1CC1,-0.2383,0.0046
OC12CC1C(=O)C2C#C,-0.239,-0.0197
CC#CC1CC(=O)CN1,-0.2344,-0.0171
CC1C2CC2COC1=O,-0.2608,0.0151
CC1OC(=O)NC1(C)C,-0.2573,0.0541
CCN(C)C(=O)OC=N,-0.2506,0.0056
CC12C3N1CC2(C)C3=O,-0.2288,-0.0033
CC(C)C1=CCOCC1,-0.2329,0.0276
N=C1OCCCOCO1,-0.2577,0.0324
C1N=CN2C=NCCC12,-0.22,-0.0028
CCC1C2C3C2C2C3C12,-0.2162,0.0886
CCC12COCC1O2,-0.2517,0.0826
CN=COC(=O)CC=O,-0.2644,-0.0413
CC1CCCCN1C=O,-0.2337,0.0346
CC1(C)CC(=O)N1C=O,-0.2543,-0.0354
N=C1C2C3OC(=O)N1C23,-0.2752,-0.0283
[NH3+]C12CC1CC2C([O-])=O,-0.2331,0.0235
OC1C2CC11OC=NC21,-0.2566,0.0047
CC12C3C4C1N4C23,-0.2091,0.0694
CC(=O)C1(CCC1)C#C,-0.2402,-0.0172
NC1C(C#N)C1C#N,-0.2655,-0.0123
CC1(CCO)CC(=O)C1,-0.2398,-0.0178
OC1C2CCC1C21CC1,-0.2502,0.0667
CC12OC1CC21COC1,-0.243,0.0746
COC1C(O)CC1O,-0.247,0.0563
OC1C2OCC12C1CC1,-0.2333,0.0581
CN(C)C1=C(O)C=NN1,-0.207,0.0242
CC1CC11NCC1=NO,-0.2161,0.0034
CCCN1N=NC(C)=N1,-0.2719,-0.0142
OC1=C(O)N=CN1,-0.1804,0.0395
CNC1=CC(CO)=CO1,-0.1808,0.0373
CC1NC(=O)OCC=C1,-0.2506,0.0032
C1C2OC3=COC=C3C12,-0.20800000000000002,0.0189
CC1CC2OC2(C)C=C1,-0.2397,0.0058
CCC1C2CC(O2)C1C,-0.2418,0.0832
CC1=NOC=C1C(N)=O,-0.2633,-0.036000000000000004
OCC1N=CNC1C#N,-0.253,-0.012
O=CC12CN1C=CC2=O,-0.2509,-0.0692
CC1(CC#C)OCC=C1,-0.2324,0.0114
